City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
265,Berlevag,NO,70.8578,29.0864,31.95,55,0,17.27,clear sky
266,Bulancak,TR,40.9372,38.2291,51.62,58,0,2.3,clear sky
267,Barra Do Garcas,BR,-15.89,-52.2567,88.38,62,40,0.0,scattered clouds
268,Katy,US,29.7858,-95.8244,76.71,65,100,13.8,overcast clouds
269,Ust-Uda,RU,54.1742,103.0304,-37.32,100,34,1.92,scattered clouds
270,Kodiak,US,57.79,-152.4072,24.31,80,0,4.61,light snow
271,Kieta,PG,-6.2167,155.6333,80.29,85,100,10.65,light rain
272,Chokurdakh,RU,70.6333,147.9167,-30.86,99,45,7.83,scattered clouds
273,Namie,JP,37.4833,141.0,32.72,68,3,7.05,clear sky
274,Saint-Philippe,RE,-21.3585,55.7679,80.19,91,100,14.97,moderate rain
275,Kahului,US,20.8947,-156.47,81.84,65,0,4.0,clear sky
276,Kulachi,PK,31.9286,70.4592,51.57,51,75,6.67,broken clouds
277,Georgetown,MY,5.4112,100.3354,80.53,81,20,4.61,few clouds
278,Fougamou,GA,-1.2154,10.5838,75.34,93,100,2.17,light rain
279,Pitea,SE,65.3172,21.4794,33.89,90,100,10.27,overcast clouds
280,Sorland,NO,67.667,12.6934,37.26,60,100,10.22,overcast clouds
281,Sitka,US,57.0531,-135.33,37.29,81,75,8.05,broken clouds
282,Broken Hill,AU,-31.95,141.4333,56.53,68,11,21.47,few clouds
283,Dali,CN,25.7,100.1833,37.11,59,0,4.54,clear sky
284,Laguna,US,38.421,-121.4238,54.61,73,0,8.05,clear sky
285,Lorengau,PG,-2.0226,147.2712,80.2,81,100,8.9,overcast clouds
286,Rafraf,TN,37.1904,10.1837,52.11,66,98,28.12,overcast clouds
287,Poum,NC,-20.2333,164.0167,78.93,76,70,15.43,broken clouds
288,Samarai,PG,-10.6167,150.6667,80.6,81,100,10.58,overcast clouds
289,Ishigaki,JP,24.3448,124.1572,60.93,88,100,17.27,overcast clouds
290,Gympie,AU,-26.1898,152.665,62.11,91,0,2.75,clear sky
291,Ampanihy,MG,-24.7,44.75,75.52,59,0,10.02,clear sky
292,Tambacounda,SN,13.7539,-13.7586,91.45,16,0,6.91,clear sky
293,Sokoni,TZ,-6.4333,39.55,80.46,76,91,9.73,overcast clouds
