City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
69,Aksarka,RU,66.5606,67.7975,10.69,91,85,5.93,overcast clouds
70,Roscommon,IE,53.6333,-8.1833,33.12,88,96,6.38,overcast clouds
71,Carnarvon,AU,-24.8667,113.6333,76.82,77,41,12.8,scattered clouds
72,Tuktoyaktuk,CA,69.4541,-133.0374,8.6,85,100,5.75,overcast clouds
73,Tateyama,JP,34.9833,139.8667,44.1,78,100,16.64,overcast clouds
74,Mount Isa,AU,-20.7333,139.5,74.97,69,5,1.14,clear sky
75,Cabo San Lucas,MX,22.8909,-109.9124,78.62,66,20,8.05,few clouds
76,Avarua,CK,-21.2078,-159.775,77.05,88,75,16.11,moderate rain
77,Porto Santo,PT,33.072,-16.3415,59.38,72,40,11.5,scattered clouds
78,Thayetmyo,MM,19.3167,95.1833,62.22,48,19,0.76,few clouds
79,Najran,SA,17.4924,44.1277,59.65,48,0,5.12,clear sky
80,Sibolga,ID,1.7427,98.7792,74.1,83,99,3.18,overcast clouds
81,Mocuba,MZ,-16.8392,36.9856,73.11,97,65,2.44,light rain
82,Barrow,US,71.2906,-156.7887,-3.98,77,100,19.57,overcast clouds
83,Mporokoso,ZM,-9.3727,30.125,61.11,90,98,1.57,overcast clouds
84,Butaritari,KI,3.0707,172.7902,80.29,80,8,14.38,light rain
85,Lagoa,PT,39.05,-27.9833,55.58,67,4,6.24,clear sky
86,Port Elizabeth,ZA,-33.918,25.5701,77.31,86,0,9.22,light rain
87,Jalu,LY,29.0331,21.5482,60.58,36,0,12.15,clear sky
88,Muisne,EC,0.6,-80.0333,79.77,72,95,8.57,overcast clouds
89,Vardo,NO,70.3705,31.1107,30.18,80,0,25.32,light snow
90,Tabou,CI,4.423,-7.3528,80.4,81,88,7.65,overcast clouds
91,Dikson,RU,73.5069,80.5464,-17.14,81,100,6.31,overcast clouds
92,Okhotsk,RU,59.3833,143.3,-18.22,75,100,10.16,overcast clouds
93,Tuatapere,NZ,-46.1333,167.6833,61.25,70,14,3.98,few clouds
94,Port Lincoln,AU,-34.7333,135.8667,59.23,63,100,16.08,overcast clouds
95,Caravelas,BR,-17.7125,-39.2481,79.84,72,15,7.81,few clouds
96,Sobolevo,RU,54.4299,31.8996,38.23,98,100,20.67,overcast clouds
97,Erdenet,MN,49.0333,104.0833,-11.42,100,100,2.84,overcast clouds
98,Quesnel,CA,52.9999,-122.5029,41.5,60,75,4.61,broken clouds
99,Lata,PT,40.1629,-8.3327,45.07,87,50,3.8,scattered clouds
100,Puerto Madryn,AR,-42.7692,-65.0385,79.05,50,98,14.2,overcast clouds
101,Marsala,IT,37.7966,12.4352,53.55,87,40,14.97,scattered clouds
102,Cornwall,CA,45.0181,-74.7281,34.0,86,100,8.05,overcast clouds
103,Bredasdorp,ZA,-34.5322,20.0403,71.42,78,60,9.69,broken clouds
104,Jamestown,US,42.097,-79.2353,38.01,72,100,10.36,overcast clouds
105,Kruisfontein,ZA,-34.0033,24.7314,73.89,63,100,5.75,overcast clouds
106,Bandarbeyla,SO,9.4942,50.8122,75.29,75,19,20.0,few clouds
107,Ribeira Grande,PT,38.5167,-28.7,59.4,72,20,5.99,few clouds
108,Toora-Khem,RU,52.4675,96.11,-27.87,100,83,0.74,broken clouds
109,Bethel,US,41.3712,-73.414,50.09,54,100,12.66,overcast clouds
110,Nelson,NZ,-41.2833,173.2833,63.28,80,0,1.01,clear sky
111,Fortuna,US,40.5982,-124.1573,50.34,90,75,16.11,light rain
112,Atuona,PF,-9.8,-139.0333,77.9,79,32,17.58,light rain
113,Khatanga,RU,71.9667,102.5,-28.7,100,53,6.67,broken clouds
114,Sayat,TM,38.7839,63.8803,12.07,75,18,3.4,few clouds
115,Port Alfred,ZA,-33.5906,26.891,73.18,90,100,1.01,overcast clouds
116,Thompson,CA,55.7435,-97.8558,15.96,86,100,5.75,overcast clouds
117,Masterton,NZ,-40.9597,175.6575,63.88,82,95,4.16,overcast clouds
118,Geraldton,AU,-28.7667,114.6,72.01,78,87,6.91,overcast clouds
119,Gagra,GE,43.3283,40.2239,47.32,61,88,7.65,overcast clouds
120,Simpang,ID,-1.2667,104.0833,72.66,98,100,3.0,light rain
121,Palu,ID,-0.8917,119.8707,73.78,97,77,2.13,broken clouds
122,Katsuura,JP,35.1333,140.3,46.11,73,100,17.07,overcast clouds
123,Pisco,PE,-13.7,-76.2167,75.02,83,0,9.22,clear sky
124,Faanui,PF,-16.4833,-151.75,80.31,74,21,15.32,light rain
125,Hami,CN,42.8,93.45,13.75,47,0,3.15,clear sky
126,Muros,ES,42.7762,-9.0603,42.1,93,37,14.36,scattered clouds
127,Labrea,BR,-7.2586,-64.7981,71.67,99,100,2.66,overcast clouds
128,East London,ZA,-33.0153,27.9116,79.02,71,100,1.74,overcast clouds
129,Rantauprapat,ID,2.1,99.8333,70.72,96,92,1.77,overcast clouds
130,Constitucion,CL,-35.3333,-72.4167,68.25,59,11,7.4,few clouds
131,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,74,75,14.97,broken clouds
132,Cururupu,BR,-1.8283,-44.8683,77.81,91,100,2.91,overcast clouds
133,Skibbereen,IE,51.55,-9.2667,38.1,72,100,6.22,overcast clouds
134,Ouadda,CF,8.0777,22.4007,71.64,30,15,4.76,few clouds
135,Destin,US,30.3935,-86.4958,77.2,80,75,12.66,broken clouds
136,Teyateyaneng,LS,-29.1472,27.7489,71.83,37,88,2.15,overcast clouds
137,Margate,GB,51.3813,1.3862,34.7,85,3,1.99,clear sky
138,Madimba,TZ,-10.4,40.3333,77.59,81,100,1.32,light rain
139,Griffith,US,41.5284,-87.4237,39.31,77,100,5.75,overcast clouds
140,Werda,BW,-25.2667,23.2833,82.27,37,56,11.56,broken clouds
141,Svetlogorsk,BY,52.6333,29.7333,47.3,92,100,18.16,overcast clouds
142,Albany,US,42.6001,-73.9662,42.67,82,100,3.0,overcast clouds
143,Weiser,US,44.251,-116.9693,37.87,80,100,2.44,overcast clouds
144,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,41,75,24.61,broken clouds
145,Airai,TL,-8.9266,125.4092,60.8,94,100,2.17,light rain
146,Hasaki,JP,35.7333,140.8333,39.22,61,100,17.78,overcast clouds
147,Maracaju,BR,-21.6144,-55.1683,88.27,50,78,5.59,broken clouds
148,Guanica,PR,17.9716,-66.908,83.5,54,0,5.66,clear sky
149,Humaita,BR,-7.5061,-63.0208,75.11,89,100,1.21,overcast clouds
150,Limbang,MY,4.75,115.0,73.51,97,100,1.3,overcast clouds
151,Hot Springs,US,34.5037,-93.0552,64.11,87,100,11.99,moderate rain
152,Ponta Do Sol,PT,32.6667,-17.1,62.71,66,57,10.18,broken clouds
153,Tasiilaq,GL,65.6145,-37.6368,3.36,75,100,5.68,overcast clouds
154,Leh,IN,34.1667,77.5833,9.03,65,100,1.19,overcast clouds
155,Necochea,AR,-38.5473,-58.7368,78.6,59,100,23.89,moderate rain
156,Banff,CA,51.1762,-115.5698,34.83,69,85,5.75,overcast clouds
157,Marsa Matruh,EG,31.3525,27.2453,55.6,82,0,3.44,clear sky
158,Anadyr,RU,64.75,177.4833,-17.9,69,20,15.66,few clouds
159,Vohibinany,MG,-17.35,49.0333,71.01,95,100,6.96,moderate rain
160,Coracao De Jesus,BR,-16.6853,-44.365,76.66,77,15,3.69,few clouds
161,Ambilobe,MG,-13.2,49.05,72.79,97,100,10.85,heavy intensity rain
162,Gizo,SB,-8.103,156.8419,82.26,79,87,17.72,light rain
163,Vestmannaeyjar,IS,63.4427,-20.2734,23.45,78,13,17.69,few clouds
164,Victoria,HK,22.2855,114.1577,59.25,70,56,8.01,broken clouds
165,Mar Del Plata,AR,-38.0023,-57.5575,77.83,85,100,18.41,overcast clouds
166,Stepnyak,KZ,52.8339,70.7803,6.12,60,7,8.57,clear sky
167,Paoua,CF,7.2427,16.4406,76.41,24,100,3.71,overcast clouds
168,Hofn,IS,64.2539,-15.2082,30.22,51,20,19.57,few clouds
169,Prince Rupert,CA,54.3161,-130.3201,38.89,92,75,21.85,light rain
170,Zapolyarnyy,RU,69.4154,30.8136,16.88,92,100,8.52,light snow
171,Kappeln,DE,54.6612,9.9313,33.67,85,25,17.58,scattered clouds
172,La Ronge,CA,55.1001,-105.2842,16.05,79,100,5.75,overcast clouds
173,Raga,SS,8.4596,25.678,74.1,23,4,2.08,clear sky
174,Grindavik,IS,63.8424,-22.4338,21.67,79,0,5.75,clear sky
175,Merke,KZ,42.8728,73.1786,14.52,72,4,5.7,clear sky
176,Port Hedland,AU,-20.3167,118.5667,80.65,83,75,5.75,broken clouds
177,Kareli,IN,22.9167,79.0667,52.86,36,0,4.54,clear sky
178,Salamiyah,SY,35.0113,37.0532,49.55,85,2,5.44,clear sky
179,New Norfolk,AU,-42.7826,147.0587,51.3,60,41,1.99,scattered clouds
180,Ostrovnoy,RU,68.0531,39.5131,25.84,89,100,15.97,light snow
181,Iqaluit,CA,63.7506,-68.5145,-14.31,75,20,0.0,few clouds
182,Hendek,TR,40.7994,30.7481,53.82,57,0,8.01,clear sky
183,Kourou,GF,5.1552,-52.6478,82.45,85,61,8.37,broken clouds
184,Kodino,RU,63.7198,39.6447,31.66,93,100,7.54,overcast clouds
185,Veshenskaya,RU,49.6303,41.7334,25.75,78,16,14.16,few clouds
186,Port Macquarie,AU,-31.4333,152.9167,63.9,76,95,6.6,overcast clouds
187,Bad Orb,DE,50.2279,9.3478,30.67,84,54,3.4,broken clouds
188,Kushima,JP,31.4583,131.2333,40.19,75,0,7.74,clear sky
189,Barahona,DO,18.2085,-71.1008,84.02,61,20,16.11,few clouds
190,Tautira,PF,-17.7333,-149.15,80.67,72,57,15.39,broken clouds
191,Matara,LK,5.9485,80.5353,74.68,70,99,15.9,overcast clouds
192,Shatura,RU,55.5725,39.5368,29.39,88,92,14.29,overcast clouds
193,Coihaique,CL,-45.5752,-72.0662,85.95,21,0,9.22,clear sky
194,Miraflores,MX,19.2167,-98.8083,75.97,17,45,3.69,scattered clouds
195,Monywa,MM,22.1167,95.1333,62.28,60,4,6.08,clear sky
196,San Quintin,MX,30.4833,-115.95,58.3,50,100,3.6,overcast clouds
197,Verkh-Usugli,RU,52.7,115.1667,-11.54,98,100,3.24,overcast clouds
198,Ihosy,MG,-22.4,46.1167,65.62,88,59,11.81,broken clouds
199,San Ramon,US,37.7799,-121.978,55.56,75,0,4.61,clear sky
200,Akyab,MM,20.15,92.9,63.79,62,15,10.71,few clouds
201,Esperance,AU,-33.8667,121.9,56.95,78,100,10.04,overcast clouds
202,Itoman,JP,26.1247,127.6694,60.82,63,75,12.66,broken clouds
203,Half Moon Bay,US,37.4636,-122.4286,57.0,75,20,6.91,few clouds
204,Port-Gentil,GA,-0.7193,8.7815,80.56,83,20,5.75,light rain
205,Palmer,US,42.1584,-72.3287,47.75,65,75,13.8,broken clouds
206,College,US,64.8569,-147.8028,-15.92,80,20,0.0,haze
207,Morondava,MG,-20.2833,44.2833,82.15,71,63,9.64,broken clouds
208,Ulaangom,MN,49.9811,92.0667,-5.66,87,99,0.81,overcast clouds
209,Ewa Beach,US,21.3156,-158.0072,79.41,64,20,0.0,few clouds
210,Quang Ngai,VN,15.1167,108.8,66.2,92,100,7.45,overcast clouds
211,Omboue,GA,-1.5746,9.2618,78.22,83,100,1.61,moderate rain
212,Kaura Namoda,NG,12.5898,6.5779,73.65,20,43,9.44,scattered clouds
213,Saldanha,ZA,-33.0117,17.9442,69.85,97,48,9.98,scattered clouds
214,Lusambo,CD,-4.9667,23.45,70.41,95,61,3.04,broken clouds
215,Hualmay,PE,-11.0964,-77.6139,75.13,68,56,10.83,broken clouds
216,Yemelyanovo,RU,56.1681,92.6767,-22.99,76,100,0.0,overcast clouds
217,Bonavista,CA,48.6499,-53.1147,37.13,93,100,20.47,overcast clouds
218,Doha,QA,25.2867,51.5333,62.58,61,0,12.66,clear sky
219,Kununurra,AU,-15.7667,128.7333,76.98,100,100,0.0,overcast clouds
220,Bud,US,39.447,-86.1758,41.02,87,100,6.17,moderate rain
221,Bengkulu,ID,-3.8004,102.2655,74.41,91,81,4.05,light rain
222,Ahuimanu,US,21.4447,-157.8378,79.18,67,20,3.44,few clouds
223,Buala,SB,-8.145,159.5921,80.31,83,100,10.83,light rain
224,Krasnoselkup,RU,65.7,82.4667,-10.14,97,100,14.63,overcast clouds
225,Sisimiut,GL,66.9395,-53.6735,-4.32,66,92,12.17,overcast clouds
226,Synya,RU,65.3718,58.0387,12.02,93,95,9.15,overcast clouds
227,Gardabani,GE,41.4605,45.0928,33.89,73,9,0.89,clear sky
228,Tukan,RU,53.8409,57.4552,0.72,80,1,3.13,clear sky
229,Thinadhoo,MV,0.5333,72.9333,81.63,75,21,9.42,few clouds
230,Nome,US,64.5011,-165.4064,-11.13,70,0,12.66,clear sky
231,Puerto Leguizamo,CO,-0.1934,-74.7819,85.98,56,99,3.04,overcast clouds
232,Amahai,ID,-3.3333,128.9167,77.85,85,96,5.73,overcast clouds
233,Coquimbo,CL,-29.9533,-71.3436,69.53,64,20,11.5,few clouds
234,Vestmanna,FO,62.1564,-7.1664,34.72,87,75,23.02,shower sleet
235,Torbay,CA,47.6666,-52.7314,41.58,90,75,20.71,broken clouds
236,Moerai,PF,-22.4333,-151.3333,78.19,81,100,14.14,overcast clouds
237,Moose Factory,CA,51.2585,-80.6094,15.8,85,100,12.66,overcast clouds
238,Finschhafen,PG,-6.6024,147.8681,79.38,84,100,5.82,overcast clouds
239,Crotone,IT,39.0851,17.1178,59.2,94,0,18.41,clear sky
240,Antofagasta,CL,-23.65,-70.4,70.88,68,16,9.42,few clouds
241,Namibe,AO,-15.1961,12.1522,74.66,72,99,8.48,overcast clouds
242,Formosa Do Rio Preto,BR,-11.0483,-45.1931,84.02,54,69,7.18,broken clouds
243,Khasan,RU,42.4308,130.6434,17.78,92,81,4.32,broken clouds
244,Dunedin,NZ,-45.8742,170.5036,63.39,77,21,0.47,few clouds
245,Aleksandrov Gay,RU,50.147,48.5704,19.74,93,6,8.08,clear sky
246,Ilulissat,GL,69.2167,-51.1,-30.12,69,1,6.24,clear sky
247,Hohhot,CN,40.8106,111.6522,-0.11,78,50,4.47,scattered clouds
248,Alofi,NU,-19.0595,-169.9187,82.29,83,45,8.05,scattered clouds
249,Acapulco,MX,16.8634,-99.8901,81.63,62,81,10.98,broken clouds
250,Bodden Town,KY,19.2833,-81.25,84.2,60,20,17.27,few clouds
251,Ixtapa,MX,20.7,-105.2,77.23,62,84,5.99,broken clouds
252,Kavieng,PG,-2.5744,150.7967,82.24,75,96,10.25,overcast clouds
253,Mitsamiouli,KM,-11.3847,43.2844,81.3,74,94,3.36,light rain
254,Anloga,GH,5.7947,0.8973,81.39,80,33,11.79,scattered clouds
255,Narsaq,GL,60.9167,-46.05,17.82,86,100,8.25,overcast clouds
256,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.54,41,0,8.97,clear sky
257,Saskylakh,RU,71.9167,114.0833,-34.35,100,66,4.83,broken clouds
258,Iquitos,PE,-3.7481,-73.2472,87.84,70,40,9.22,scattered clouds
259,Vinh,VN,18.6667,105.6667,56.17,83,100,3.89,overcast clouds
260,Chuguyevka,RU,44.1653,133.8633,4.12,89,100,4.41,overcast clouds
261,Tuy Hoa,VN,13.0833,109.3,69.22,88,100,11.5,overcast clouds
262,Anahuac,MX,27.2333,-100.15,77.04,23,2,15.3,clear sky
263,Pacific Grove,US,36.6177,-121.9166,55.42,74,0,5.99,clear sky
264,Iznoski,RU,54.9881,35.3108,35.55,93,100,16.89,overcast clouds
